rebal_date,solver,converged,iterations,wall_clock_time_ms,initial_residual_norm,final_residual_norm,relative_residual,a_norm_error,two_norm_error,relative_solution_error,condition_number,min_eigenvalue,max_eigenvalue,max_conjugacy_loss,mean_conjugacy_loss
20230103,PCG_Jacobi,False,19,0.1650420017540455,0.0037898351238289337,1.6522842281972172e-09,6.387217119937589e-07,1.3736497679170426e-07,1.2385665940111419e-05,7.581299209230934e-07,277.0938955457468,4.117939732756927e-05,0.011410559621722285,9.551508526552964e-15,4.999023531482382e-15
20230202,PCG_Jacobi,False,19,0.20695800776593387,0.0029673063259982807,7.105191378669009e-10,2.7369533737089894e-07,6.249431634658729e-08,6.690673450380883e-06,4.979410212928684e-07,281.22856820634104,4.078053652327629e-05,0.01146865189712739,4.725702243878978e-14,1.485513643456444e-14
20230306,PCG_Jacobi,False,18,0.18691699369810522,0.0033310812218007037,9.332841312870063e-10,3.2758925434422326e-07,9.291468525595833e-08,1.1321306858682282e-05,7.733040048085391e-07,255.26422801549478,4.3759866007751417e-05,0.011170328414530157,4.148939660932528e-14,1.4298554485221465e-14
20230404,PCG_Jacobi,False,18,0.17649997607804835,0.0033670371898092337,5.094441782814427e-10,1.8649866291985036e-07,4.7507494595139016e-08,6.443158410749455e-06,4.29328401599878e-07,244.44386455614892,4.334560928039186e-05,0.01059556824403986,1.4617487565121764e-14,3.791332347693981e-15
20230504,PCG_Jacobi,False,18,0.17087499145418406,0.00344998702897073,6.831378732006868e-10,2.5195390345208785e-07,6.150242139403371e-08,6.121803140537237e-06,3.831484021373225e-07,235.50514512248282,4.460073720689473e-05,0.010503703088479463,2.1180514064092073e-13,3.3614293511082235e-14
20230605,PCG_Jacobi,False,19,0.17158398986794055,0.0030931540872875733,1.5205465869918767e-10,4.8363833047091536e-08,1.8385442995486993e-08,2.445035247375441e-06,1.5061759801631026e-07,225.75834993157278,4.724199068007024e-05,0.010665273863415398,1.5667374298908915e-13,1.6314899704452672e-14
20230706,PCG_Jacobi,False,19,0.1719169958960265,0.0030224674640658687,6.509013112922077e-10,2.0954051291310299e-07,6.120138550858336e-08,7.083907244255925e-06,4.532260010529173e-07,225.53625773609681,4.747103823266089e-05,0.010706440313841513,8.227805073502404e-14,3.2548678829806095e-14
20230804,PCG_Jacobi,False,19,0.16858300659805536,0.0030832296030185178,5.455429458803878e-10,1.7786731045876376e-07,4.8732651352036404e-08,5.2605572952776285e-06,3.208457951183416e-07,223.11644616683182,4.823095882348874e-05,0.010761120127915608,3.098762133068077e-14,8.249118273117838e-15
20230905,PCG_Jacobi,False,19,0.17774998559616506,0.003149055684510182,2.7136198501589917e-10,9.140227486272029e-08,3.273650233606169e-08,4.408305402000784e-06,2.782830813619702e-07,226.3528250883106,4.8049566617164857e-05,0.010876155148064245,1.172006508002535e-13,1.7737199556780578e-14
20231004,PCG_Jacobi,False,19,0.1644170260988176,0.0032025516493510158,4.877457051209525e-10,1.7891337514951923e-07,4.8576932023729724e-08,6.139074507183506e-06,4.087552699010306e-07,228.70841952917,4.742118914555048e-05,0.010845625221672681,3.6269942126062873e-14,9.69323573899037e-15
20231102,PCG_Jacobi,False,18,0.15641699428670108,0.0035215467073114364,1.2178199366148262e-09,5.224539848568434e-07,9.012724946713952e-08,7.638477351757731e-06,5.118079027342859e-07,233.71174847535744,4.6709579817969424e-05,0.010916577569806902,4.7315265457922914e-14,1.0194840501963987e-14
20231204,PCG_Jacobi,False,19,0.16237498493865132,0.0034063093193451187,9.233374000407888e-10,4.2447379315975114e-07,7.238489101705727e-08,6.367559620647564e-06,4.303996098444646e-07,244.1684020671227,4.431655414095431e-05,0.010820702209717944,2.5472288035804398e-14,8.94224687278846e-15
20240104,PCG_Jacobi,False,19,0.162499985890463,0.003341408069889849,1.0919227425312606e-10,5.0652677015339174e-08,9.579421204512837e-09,1.0167119545577088e-06,7.264854730264573e-08,244.03483836287944,4.380289238467149e-05,0.010689431762919909,3.914748693408804e-13,3.56214821280808e-14
20240205,PCG_Jacobi,False,19,0.16541697550565004,0.002637490589205981,3.4914976511691383e-10,1.1149152385270373e-07,3.366276873573265e-08,3.939056596722692e-06,2.4898821289487954e-07,236.79054811338423,4.308750883354856e-05,0.010202714833536249,5.956525688768453e-14,2.0019515543301416e-14
20240306,PCG_Jacobi,False,19,0.16000002506189048,0.0029710665314175992,1.8858343183176736e-10,4.573518270099656e-08,1.5091927051574443e-08,1.292498735101685e-06,8.335171903572179e-08,221.85873490903967,4.4160043739073396e-05,0.009797291437478681,9.09090829069663e-14,2.4137916719134425e-14
20240405,PCG_Jacobi,False,19,0.16450000111944973,0.0027743779533177648,3.0360660126033307e-10,7.86220096880304e-08,2.8195034362979644e-08,3.210903150265825e-06,2.096872000743523e-07,217.88534004040486,4.298446155131481e-05,0.009365684021561935,7.511755742432556e-14,1.2772677844388024e-14
20240506,PCG_Jacobi,False,19,0.16212498303502798,0.0035103713412963783,5.039439300757076e-10,1.0336764223392427e-07,4.757247531097361e-08,4.977311546717298e-06,3.546318360519762e-07,211.76973285378736,4.2855320590965195e-05,0.009075459792912112,1.267243762392289e-13,2.3588737066266746e-14
20240605,PCG_Jacobi,False,19,0.16799999866634607,0.00418331046734653,3.3511175077501745e-10,6.146830609746595e-08,2.5321412017736156e-08,2.2144097629386078e-06,1.551445019041019e-07,192.6674764352297,4.35368144521316e-05,0.008388128172521034,2.101209537966798e-14,4.798945709880928e-15
20240708,PCG_Jacobi,False,19,0.16187498113140464,0.006267338344373106,5.993671686443842e-10,7.717888587482991e-08,2.979694040258774e-08,2.4963516757471416e-06,1.9742524397746204e-07,182.1670166525521,4.2936072418151374e-05,0.007821536219192564,8.52927495807755e-15,1.8512819385966244e-15
20240806,PCG_Jacobi,False,19,0.16437500016763806,0.003921694916693736,6.320363557684588e-10,1.2848363346502405e-07,5.4302758419494744e-08,6.984779148227207e-06,5.453637821008439e-07,197.4005510175328,4.3288973190939324e-05,0.008545267160874627,1.3163027818702859e-14,4.652480104596216e-15
20240905,PCG_Jacobi,False,20,0.17383298836648464,0.004659560981333975,1.5655938484436452e-10,2.6219367360323368e-08,9.701473611002843e-09,7.21158616416283e-07,5.044769146925332e-08,203.52718513037323,4.252643859884502e-05,0.00865528634164258,5.256657733827952e-14,3.522172327810949e-15
20241004,PCG_Jacobi,False,19,0.1601249969098717,0.006010741667234015,1.1937172443001145e-09,1.5839547773315172e-07,1.2721386918958997e-07,1.572797168962587e-05,1.0851158615136237e-06,202.94894875795268,4.256204556852012e-05,0.008637922405119236,1.0519437096710141e-13,2.2516047553770596e-14
20241104,PCG_Jacobi,False,20,0.1767089997883886,0.005752417581738698,1.0868905793828775e-10,1.525041003218939e-08,7.066283996299307e-09,5.258426783268367e-07,3.162258825483111e-08,209.839273944385,3.931085055821816e-05,0.00824896033927272,5.060637982744237e-14,9.928517253283694e-15
20241204,PCG_Jacobi,False,18,0.15241702203638852,0.004987294539175425,6.583880494754354e-10,1.0955029062359496e-07,4.4439954887426186e-08,3.4031339124715854e-06,2.1930003048791587e-07,191.17210733855572,3.932288908620125e-05,0.007517439573249386,2.3504622843522303e-14,4.358865708636768e-15
